fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,SkuNbr,ShipToCode,Issued Quantity
2015,11,AUGUST,10770021,CD3D,0
2015,11,AUGUST,70110027,3L,2592
2015,11,AUGUST,70114074,3L,696
2015,12,SEPTEMBER,74775264,CD3L,27
2015,12,SEPTEMBER,74775714,CD3L,8
2015,12,SEPTEMBER,74775724,CD3L,14
2015,12,SEPTEMBER,77776244,CD3L,16
2015,12,SEPTEMBER,78770018,CD3L,20
2015,12,SEPTEMBER,78772074,CD3L,12
2015,12,SEPTEMBER,80770494,CD3D,1
2015,12,SEPTEMBER,81200003,CD3L,6
2015,12,SEPTEMBER,81BL0900,CD3L,41
2015,12,SEPTEMBER,81BL1430,CD3L,9
2015,12,SEPTEMBER,81BL2330,CD3L,11
2015,12,SEPTEMBER,81BL2340,CD3L,5
2015,12,SEPTEMBER,81CN7073,CD3L,4
2015,12,SEPTEMBER,81NR1716,CD3L,2
2015,12,SEPTEMBER,81NR2104,CD3L,0
2015,12,SEPTEMBER,81NR2626,CD3L,9
2015,12,SEPTEMBER,81NR3665,CD3L,3
2015,12,SEPTEMBER,81NR4606,CD3L,5
2015,12,SEPTEMBER,81NR9387,CD3L,14
2015,12,SEPTEMBER,83108774,CD3L,12
2015,12,SEPTEMBER,83109264,CD3L,13
2015,12,SEPTEMBER,83109454,CD3L,4
2015,12,SEPTEMBER,83109704,CD3L,11
2015,12,SEPTEMBER,83110004,CD3L,53
2015,12,SEPTEMBER,83131404,CD3L,2
2015,12,SEPTEMBER,83137844,CD3L,1
2015,12,SEPTEMBER,83138514,CD3L,1
2015,12,SEPTEMBER,83138624,CD3L,2
2015,12,SEPTEMBER,83738008,CD3L,2
2015,12,SEPTEMBER,83745287,CD3L,12
2015,12,SEPTEMBER,83745344,CD3L,7
2015,1,OCTOBER,5110059,3P,300
2015,1,OCTOBER,5110076,3P,468
2015,1,OCTOBER,5120005,3P,5760
2015,1,OCTOBER,5130056,3P,20
2015,1,OCTOBER,5771001,CD3P,6
2015,1,OCTOBER,5771003,CD3P,1
2015,1,OCTOBER,6120004,3D,288
2015,1,OCTOBER,6130050,3D,0
2015,1,OCTOBER,6140024,3D,80
2015,1,OCTOBER,6140202,3D,152
2015,1,OCTOBER,6140203,3D,113
2015,1,OCTOBER,6142016,3D,54
2015,1,OCTOBER,6148027,3D,72
2015,1,OCTOBER,6160075,3D,1500
2015,1,OCTOBER,6160333,3D,3564
2015,1,OCTOBER,6160336,3D,756
2015,1,OCTOBER,6160345,3D,84
2015,1,OCTOBER,6161630,3D,1530
2015,1,OCTOBER,6162510,3P,88
2015,1,OCTOBER,6770025,CD3D,12
2015,1,OCTOBER,6770666,CD3D,10
2015,1,OCTOBER,9110300,3D,384
2015,1,OCTOBER,9120068,3D,120
2015,1,OCTOBER,9150804,3D,36
2015,1,OCTOBER,10110025,3D,480
2015,1,OCTOBER,10140117,3D,70
2015,1,OCTOBER,70331614,CD3L,6
2015,1,OCTOBER,70337374,CD3L,24
2015,1,OCTOBER,70337664,CD3L,24
2015,1,OCTOBER,70341134,CD3L,132
2015,1,OCTOBER,70342074,CD3L,12
2015,1,OCTOBER,70343644,CD3L,192
2015,1,OCTOBER,70345154,CD3L,24
2015,1,OCTOBER,70345174,CD3L,36
2015,1,OCTOBER,70346494,CD3L,12
2015,1,OCTOBER,70347284,CD3L,18
2015,1,OCTOBER,70347434,CD3L,28
2015,1,OCTOBER,70348184,CD3L,36
2015,1,OCTOBER,70348504,CD3L,246
2015,1,OCTOBER,70348714,CD3L,40
2015,1,OCTOBER,70351154,CD3L,60
2015,1,OCTOBER,70351204,CD3L,96
2015,1,OCTOBER,70351284,CD3L,120
2015,1,OCTOBER,70352308,CD3L,9
2015,1,OCTOBER,70355154,CD3L,6
2015,1,OCTOBER,70355404,CD3L,0
2015,1,OCTOBER,70446864,CD3L,12
2015,1,OCTOBER,70448174,CD3L,12
2015,1,OCTOBER,70552652,CD3L,0
2015,1,OCTOBER,70555054,CD3L,12
2015,1,OCTOBER,70667864,CD3L,10
2015,1,OCTOBER,70668654,CD3L,24
2015,1,OCTOBER,70772714,CD3L,40
2015,1,OCTOBER,70778144,CD3L,120
2015,1,OCTOBER,70778744,CD3L,24
2015,1,OCTOBER,71772074,CD3L,4
2015,1,OCTOBER,74748073,3L,0
2015,1,OCTOBER,74770123,CD3L,21
2015,1,OCTOBER,74770394,CD3L,12
2015,1,OCTOBER,74771033,CD3L,24
2015,11,AUGUST,70340002,CD3L,0
2015,11,AUGUST,70340015,CD3L,12
2015,11,AUGUST,70343154,CD3L,24
2015,11,AUGUST,70343194,CD3L,12
2015,11,AUGUST,70344514,CD3L,0
2015,11,AUGUST,70347464,CD3L,12
2015,11,AUGUST,70347602,CD3L,96
2015,11,AUGUST,70348174,CD3L,24
2015,11,AUGUST,70349124,CD3L,12
2015,11,AUGUST,70351654,CD3L,12
2015,11,AUGUST,70352304,CD3L,308
2015,11,AUGUST,70356434,CD3L,12
2015,11,AUGUST,70357024,CD3L,36
2015,11,AUGUST,70358664,CD3L,8
2015,11,AUGUST,70359034,CD3L,12
2015,11,AUGUST,70440414,CD3L,12
2015,11,AUGUST,70441614,CD3L,2
2015,11,AUGUST,70442484,CD3L,12
2015,11,AUGUST,70442794,CD3L,36
2015,11,AUGUST,70555834,CD3L,84
2015,11,AUGUST,70661244,CD3L,90
2015,11,AUGUST,70666464,CD3L,72
2015,11,AUGUST,70667694,CD3L,24
2015,11,AUGUST,70669524,CD3L,36
2015,11,AUGUST,70770664,CD3L,0
2015,11,AUGUST,70774264,CD3L,12
2015,11,AUGUST,71772164,CD3L,1
2015,11,AUGUST,73770144,CD3L,5
2015,11,AUGUST,74770054,CD3L,2
2015,11,AUGUST,74770533,CD3L,42
2015,11,AUGUST,75770013,CD3L,24
2015,11,AUGUST,77775553,CD3L,12
2015,11,AUGUST,78771034,CD3L,48
2015,11,AUGUST,78776303,CD3L,15
2015,11,AUGUST,79BL0880,3L,70
2015,11,AUGUST,79NR7077,3L,200
2015,11,AUGUST,80770702,CD3D,1
2015,11,AUGUST,80807269,3D,525
2015,11,AUGUST,80807889,3D,14
2015,11,AUGUST,81BL0800,CD3L,8
2015,11,AUGUST,81CN0135,CD3L,26
2015,11,AUGUST,81NR9526,CD3L,1
2015,11,AUGUST,83108454,CD3L,0
2015,11,AUGUST,83108524,CD3L,1
2015,11,AUGUST,83136734,CD3L,0
2015,3,DECEMBER,6778564,CD3D,3
2015,1,OCTOBER,9140060,3D,506
2015,1,OCTOBER,9150130,3D,192
2015,1,OCTOBER,9160003,3D,360
2015,1,OCTOBER,9770540,CD3D,0
2015,1,OCTOBER,9771000,CD3D,500
2015,1,OCTOBER,10117015,3D,3807
2015,1,OCTOBER,10120039,3D,5
2015,1,OCTOBER,70110984,3L,300
2015,1,OCTOBER,70331264,CD3L,12
2015,1,OCTOBER,70338584,CD3L,24
2015,1,OCTOBER,70341114,CD3L,36
2015,1,OCTOBER,70341934,CD3L,24
2015,1,OCTOBER,70345184,CD3L,48
2015,1,OCTOBER,70345484,CD3L,4
2015,1,OCTOBER,70348890,CD3L,1
2015,1,OCTOBER,70351764,CD3L,2
2015,1,OCTOBER,70352144,CD3L,30
2015,1,OCTOBER,70354634,CD3L,24
2015,1,OCTOBER,70440086,CD3L,204
2015,1,OCTOBER,70440256,CD3L,96
2015,1,OCTOBER,70440564,CD3L,3
2015,1,OCTOBER,70444064,CD3L,28
2015,1,OCTOBER,70446124,CD3L,48
2015,1,OCTOBER,70447684,CD3L,24
2015,1,OCTOBER,70448584,CD3L,24
2015,1,OCTOBER,70553094,CD3L,12
2015,1,OCTOBER,70554834,CD3L,72
2015,1,OCTOBER,70556944,CD3L,6
2015,1,OCTOBER,70559993,CD3L,325
2015,1,OCTOBER,70559996,CD3L,56
2015,1,OCTOBER,70660154,CD3L,12
2015,1,OCTOBER,70663154,CD3L,2
2015,1,OCTOBER,70667494,CD3L,6
2015,1,OCTOBER,70771484,CD3L,24
2015,1,OCTOBER,70775364,CD3L,264
2015,1,OCTOBER,70775764,CD3L,12
2015,1,OCTOBER,70777424,CD3L,12
2015,1,OCTOBER,70779254,CD3L,12
2015,12,SEPTEMBER,2115021,3P,2660
2015,12,SEPTEMBER,2770006,CD3P,520
2015,12,SEPTEMBER,2770024,CD3P,170
2015,12,SEPTEMBER,4110010,3P,6216
2015,12,SEPTEMBER,4125036,3P,1800
2015,12,SEPTEMBER,4771002,CD3P,1
2015,12,SEPTEMBER,5140015,3P,480
2015,12,SEPTEMBER,5171000,3P,630
2015,12,SEPTEMBER,6160144,3P,70
2015,12,SEPTEMBER,6770040,CD3D,5
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,6771000,CD3D,4
2015,12,SEPTEMBER,6771002,CD3D,4
2015,12,SEPTEMBER,6771734,CD3D,100
2015,12,SEPTEMBER,6773175,CD3P,1
2015,12,SEPTEMBER,6776832,CD3D,9
2015,1,OCTOBER,6771000,CD3D,6
2015,1,OCTOBER,6771000,CD3D,0
2015,1,OCTOBER,6771000,CD3P,12
2015,1,OCTOBER,6771000,CD3D,36
2015,1,OCTOBER,6771000,CD3P,0
2015,1,OCTOBER,6771000,CD3D,20
2015,1,OCTOBER,6771000,CD3D,2
2015,1,OCTOBER,6771000,CD3D,2
2015,1,OCTOBER,6771000,CD3D,3
2015,1,OCTOBER,6771000,CD3D,10
2015,1,OCTOBER,6771000,CD3D,5
2015,1,OCTOBER,6771000,CD3D,2
2015,1,OCTOBER,6771000,CD3D,2
2015,1,OCTOBER,6771000,CD3D,1000
2015,1,OCTOBER,6771002,CD3D,0
2015,1,OCTOBER,6771002,CD3P,2
2015,1,OCTOBER,6771002,CD3D,1
2015,1,OCTOBER,6771532,CD3P,8
2015,1,OCTOBER,6771994,CD3D,4
2015,1,OCTOBER,6772142,CD3D,8
2015,1,OCTOBER,6778037,CD3D,26
2015,1,OCTOBER,6778542,CD3D,2
2015,1,OCTOBER,6779051,CD3D,32
2015,1,OCTOBER,83108524,CD3L,1
2015,1,OCTOBER,83109264,CD3L,2
2015,1,OCTOBER,83135946,CD3L,1
2015,1,OCTOBER,83136404,CD3L,3
2015,1,OCTOBER,83738038,CD3L,1
2015,12,SEPTEMBER,2115040,3P,9800
2015,12,SEPTEMBER,4110001,3P,162
2015,12,SEPTEMBER,4120016,3P,192
2015,12,SEPTEMBER,5174000,3P,810
2015,12,SEPTEMBER,5178006,3D,496
2015,12,SEPTEMBER,6110128,3D,168
2015,12,SEPTEMBER,6110153,3D,384
2015,12,SEPTEMBER,6140024,3D,200
2015,12,SEPTEMBER,6148027,3D,264
2015,12,SEPTEMBER,6150140,3D,500
2015,12,SEPTEMBER,6156058,3D,12
2015,12,SEPTEMBER,6160086,3D,200
2015,12,SEPTEMBER,6160307,3D,240
2015,12,SEPTEMBER,6160355,3D,50
2015,12,SEPTEMBER,6160501,3D,70
2015,12,SEPTEMBER,6161630,3D,2550
2015,12,SEPTEMBER,6162510,3P,132
2015,12,SEPTEMBER,6167060,3D,110
2015,12,SEPTEMBER,6181540,3D,99
2015,12,SEPTEMBER,6771000,CD3D,0
2015,12,SEPTEMBER,6771000,CD3D,4
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,6771000,CD3D,2
2015,12,SEPTEMBER,2770042,CD3P,0
2015,12,SEPTEMBER,4125003,3P,280
2015,12,SEPTEMBER,4771000,CD3P,0
2015,12,SEPTEMBER,4771000,CD3P,0
2015,12,SEPTEMBER,4771002,CD3P,1
2015,12,SEPTEMBER,4772079,CD3P,182
2015,12,SEPTEMBER,4772821,CD3P,13
2015,1,OCTOBER,74772544,CD3L,54
2015,1,OCTOBER,74775554,CD3L,3
2015,1,OCTOBER,74775704,CD3L,26
2015,1,OCTOBER,74778044,CD3L,6
2015,1,OCTOBER,77116333,3L,120
2015,1,OCTOBER,77770194,CD3L,17
2015,1,OCTOBER,77771136,CD3L,53
2015,1,OCTOBER,78780083,3L,240
2015,1,OCTOBER,78780193,3L,240
2015,1,OCTOBER,78786493,3L,3168
2015,1,OCTOBER,79BL7040,3L,120
2015,1,OCTOBER,79NR2576,3L,50
2015,1,OCTOBER,79NR7936,3L,400
2015,1,OCTOBER,79NR9446,3L,200
2015,1,OCTOBER,79NR9586,3L,50
2015,1,OCTOBER,80770700,CD3D,1
2015,1,OCTOBER,80770704,CD3D,2
2015,1,OCTOBER,80777347,CD3M,7
2015,1,OCTOBER,81200004,CD3L,8
2015,1,OCTOBER,81BL0130,CD3L,2
2015,1,OCTOBER,81BL0380,CD3L,60
2015,1,OCTOBER,81CN0165,CD3L,49
2015,1,OCTOBER,81NR0006,CD3L,1
2015,1,OCTOBER,81NR0326,CD3L,202
2015,1,OCTOBER,81NR9476,CD3L,6
2015,1,OCTOBER,83100133,CD3L,7
2015,1,OCTOBER,83137257,CD3L,1
2015,12,SEPTEMBER,4770132,CD3P,1
2015,1,OCTOBER,70779516,CD3L,2
2015,1,OCTOBER,71770004,CD3L,2
2015,1,OCTOBER,71773104,CD3L,3
2015,1,OCTOBER,73770034,CD3L,12
2015,1,OCTOBER,74741783,3L,180
2015,1,OCTOBER,74741793,3L,300
2015,1,OCTOBER,74743133,3L,3156
2015,1,OCTOBER,74744113,3L,144
2015,1,OCTOBER,74770944,CD3L,0
2015,1,OCTOBER,74771234,CD3L,2
2015,1,OCTOBER,74771384,CD3L,0
2015,1,OCTOBER,74772153,CD3L,1
2015,1,OCTOBER,75750063,3L,240
2015,1,OCTOBER,77115572,3L,180
2015,1,OCTOBER,77771064,CD3L,2
2015,1,OCTOBER,78771004,CD3L,18
2015,1,OCTOBER,78776283,CD3L,12
2015,1,OCTOBER,79CN0175,3L,100
2015,1,OCTOBER,79CN2396,3L,50
2015,1,OCTOBER,79NR2946,3L,50
2015,1,OCTOBER,79NR7236,3L,100
2015,1,OCTOBER,79NR7827,3L,100
2015,1,OCTOBER,81200004,CD3L,48
2015,1,OCTOBER,81200004,CD3L,6
2015,1,OCTOBER,81200004,CD3L,0
2015,1,OCTOBER,81BL0360,CD3L,7
2015,1,OCTOBER,81BL0600,CD3L,80
2015,1,OCTOBER,81BL2090,CD3L,2
2015,1,OCTOBER,81NR0796,CD3L,7
2015,1,OCTOBER,81NR2066,CD3L,5
2015,1,OCTOBER,81NR2926,CD3L,16
2015,1,OCTOBER,81NR3236,CD3L,2
2015,1,OCTOBER,81NR4526,CD3L,2
2015,1,OCTOBER,81NR4546,CD3L,25
2015,1,OCTOBER,83109284,CD3L,2
2015,1,OCTOBER,83134664,CD3L,528
2015,1,OCTOBER,83136734,CD3L,2
2015,12,SEPTEMBER,1120014,3P,20970
2015,1,OCTOBER,7771000,CD3P,350
2015,1,OCTOBER,9120090,3D,48
2015,1,OCTOBER,9150400,3D,80
2015,1,OCTOBER,9771000,CD3D,0
2015,1,OCTOBER,70110124,3L,240
2015,1,OCTOBER,70119954,3L,120
2015,1,OCTOBER,70120204,3L,240
2015,1,OCTOBER,70332204,CD3L,144
2015,1,OCTOBER,70334694,CD3L,12
2015,1,OCTOBER,70337864,CD3L,24
2015,1,OCTOBER,70338954,CD3L,0
2015,1,OCTOBER,70340256,CD3L,12
2015,1,OCTOBER,70341894,CD3L,108
2015,1,OCTOBER,70343764,CD3L,12
2015,1,OCTOBER,70344734,CD3L,36
2015,1,OCTOBER,70345144,CD3L,12
2015,1,OCTOBER,70345164,CD3L,12
2015,12,SEPTEMBER,6776902,CD3D,2
2015,12,SEPTEMBER,6778417,CD3D,2
2015,12,SEPTEMBER,6779009,CD3D,1
2015,12,SEPTEMBER,6779021,CD3D,1
2015,12,SEPTEMBER,6779051,CD3D,6
2015,12,SEPTEMBER,9771113,CD3D,30
2015,12,SEPTEMBER,70115134,3L,12
2015,12,SEPTEMBER,70119474,3L,672
2015,12,SEPTEMBER,70120194,3L,1344
2015,12,SEPTEMBER,70346124,CD3L,12
2015,12,SEPTEMBER,70354464,CD3L,24
2015,12,SEPTEMBER,70354644,CD3L,24
2015,12,SEPTEMBER,70440414,CD3L,12
2015,12,SEPTEMBER,70559993,CD3L,9
2015,1,OCTOBER,70345324,CD3L,6
2015,1,OCTOBER,70345664,CD3L,180
2015,1,OCTOBER,70345816,CD3L,26
2015,1,OCTOBER,70347564,CD3L,0
2015,1,OCTOBER,70348034,CD3L,24
2015,1,OCTOBER,70349064,CD3L,6
2015,1,OCTOBER,70350844,CD3L,33
2015,1,OCTOBER,70352074,CD3L,2
2015,1,OCTOBER,70352194,CD3L,36
2015,1,OCTOBER,70352306,CD3L,12
2015,1,OCTOBER,70352403,CD3L,82
2015,1,OCTOBER,70352674,CD3L,36
2015,1,OCTOBER,70354284,CD3L,108
2015,1,OCTOBER,70354464,CD3L,126
2015,1,OCTOBER,70354644,CD3L,12
2015,1,OCTOBER,70440064,CD3L,12
2015,1,OCTOBER,70442854,CD3L,12
2015,1,OCTOBER,70443854,CD3L,18
2015,1,OCTOBER,70446764,CD3L,2
2015,1,OCTOBER,70555834,CD3L,24
2015,1,OCTOBER,70557006,CD3L,6
2015,1,OCTOBER,70559294,CD3L,12
2015,1,OCTOBER,70661074,CD3L,16
2015,1,OCTOBER,70771284,CD3L,30
2015,1,OCTOBER,70774402,CD3L,48
2015,1,OCTOBER,70774444,CD3L,24
2015,1,OCTOBER,70777114,CD3L,144
2015,1,OCTOBER,70778364,CD3L,12
2015,1,OCTOBER,71770003,CD3L,10
2015,1,OCTOBER,72772113,CD3L,12
2015,1,OCTOBER,73736033,3L,120
2015,1,OCTOBER,74740304,3L,60
2015,1,OCTOBER,74770334,CD3L,1
2015,1,OCTOBER,74772904,CD3L,19
2015,1,OCTOBER,75770323,CD3L,21
2015,1,OCTOBER,78770924,CD3L,49
2015,1,OCTOBER,78776273,CD3L,10
2015,1,OCTOBER,78778154,CD3L,150
2015,1,OCTOBER,79CN0715,3L,25
2015,12,SEPTEMBER,6110098,3D,36
2015,12,SEPTEMBER,6146036,3D,192
2015,12,SEPTEMBER,6160309,3D,24
2015,12,SEPTEMBER,6160333,3D,2376
2015,12,SEPTEMBER,6161652,3D,150
2015,12,SEPTEMBER,6163235,3M,18
2015,12,SEPTEMBER,6166112,3D,100
2015,12,SEPTEMBER,6770650,CD3D,6
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,6771530,CD3P,6
2015,12,SEPTEMBER,6771639,CD3D,48
2015,12,SEPTEMBER,6771695,CD3D,2
2015,12,SEPTEMBER,6772274,CD3D,10
2015,12,SEPTEMBER,6778639,CD3D,0
2015,12,SEPTEMBER,6779055,CD3D,1
2015,12,SEPTEMBER,5110010,3P,1186
2015,12,SEPTEMBER,5771001,CD3P,1
2015,12,SEPTEMBER,6110010,3D,54
2015,12,SEPTEMBER,6116031,3D,600
2015,12,SEPTEMBER,6120030,3D,33
2015,12,SEPTEMBER,6140028,3D,280
2015,12,SEPTEMBER,6140214,3D,180
2015,12,SEPTEMBER,6156051,3D,63
2015,12,SEPTEMBER,6156057,3D,36
2015,12,SEPTEMBER,6160062,3D,40
2015,12,SEPTEMBER,6160170,3D,150
2015,12,SEPTEMBER,6160282,3D,875
2015,12,SEPTEMBER,6160318,3D,136
2015,12,SEPTEMBER,6160330,3D,4644
2015,12,SEPTEMBER,6160597,3D,486
2015,12,SEPTEMBER,6164436,3D,504
2015,12,SEPTEMBER,6168027,3D,720
2015,12,SEPTEMBER,6168068,3D,16
2015,12,SEPTEMBER,6169157,3D,522
2015,12,SEPTEMBER,6170009,3D,166
2015,12,SEPTEMBER,6771000,CD3D,3
2015,12,SEPTEMBER,6771000,CD3D,12
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,6771000,CD3P,2
2015,12,SEPTEMBER,6771000,CD3P,3
2015,12,SEPTEMBER,6771000,CD3D,0
2015,12,SEPTEMBER,6771000,CD3D,0
2015,12,SEPTEMBER,6771000,CD3D,325
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,4120012,3P,140
2015,12,SEPTEMBER,4771002,CD3P,16
2015,12,SEPTEMBER,4771002,CD3P,2
2015,12,SEPTEMBER,5171001,3P,855
2015,12,SEPTEMBER,5173050,3P,190
2015,12,SEPTEMBER,5174004,3P,90
2015,12,SEPTEMBER,6130006,3D,49
2015,12,SEPTEMBER,6159183,3D,10
2015,12,SEPTEMBER,6160607,3D,72
2015,12,SEPTEMBER,6164405,3D,6
2015,12,SEPTEMBER,6166191,3D,38
2015,12,SEPTEMBER,6167040,3D,64
2015,12,SEPTEMBER,6770005,CD3D,20
2015,12,SEPTEMBER,6770464,CD3D,1
2015,12,SEPTEMBER,6770585,CD3D,1
2015,12,SEPTEMBER,6770649,CD3D,1
2015,12,SEPTEMBER,6771002,CD3D,5
2015,12,SEPTEMBER,6771603,CD3D,2
2015,12,SEPTEMBER,6771732,CD3D,10
2015,12,SEPTEMBER,4771003,CD3P,1
2015,12,SEPTEMBER,4772806,CD3P,16
2015,12,SEPTEMBER,5174002,3P,585
2015,12,SEPTEMBER,6140013,3D,70
2015,12,SEPTEMBER,6150080,3D,300
2015,12,SEPTEMBER,6150100,3D,756
2015,12,SEPTEMBER,6157801,3D,20
2015,12,SEPTEMBER,6160033,3P,70
2015,12,SEPTEMBER,6770751,CD3D,12
2015,12,SEPTEMBER,6771002,CD3D,4
2015,12,SEPTEMBER,6771002,CD3D,8
2015,12,SEPTEMBER,6771535,CD3P,5
2015,12,SEPTEMBER,6771648,CD3D,13
2015,12,SEPTEMBER,6775730,CD3D,1
2015,12,SEPTEMBER,6776037,CD3P,15
2015,12,SEPTEMBER,6779023,CD3D,1
2015,12,SEPTEMBER,6779315,CD3D,7
2015,12,SEPTEMBER,6779805,CD3D,6
2015,12,SEPTEMBER,6771000,CD3P,94
2015,12,SEPTEMBER,6771000,CD3D,3
2015,12,SEPTEMBER,6771000,CD3D,2
2015,12,SEPTEMBER,6771000,CD3D,2
2015,12,SEPTEMBER,6771000,CD3D,1
2015,12,SEPTEMBER,6771532,CD3P,23
2015,12,SEPTEMBER,6771654,CD3D,8
2015,12,SEPTEMBER,6772137,CD3D,45
2015,12,SEPTEMBER,6772139,CD3D,0
2015,12,SEPTEMBER,6779026,CD3D,41
2015,12,SEPTEMBER,7770015,CD3D,91
2015,12,SEPTEMBER,7771000,CD3P,29
2015,12,SEPTEMBER,7771000,CD3P,6
2015,12,SEPTEMBER,70661244,CD3L,12
2015,12,SEPTEMBER,72772048,CD3L,120
2015,12,SEPTEMBER,74740113,3L,528
2015,12,SEPTEMBER,75770002,CD3L,6
2015,12,SEPTEMBER,79CN0035,3L,50
2015,12,SEPTEMBER,79CN0076,3L,5
2015,12,SEPTEMBER,81BL1290,CD3L,28
2015,12,SEPTEMBER,81NR2846,CD3L,0
2015,12,SEPTEMBER,81NR3525,CD3L,25
2015,12,SEPTEMBER,81NR9656,CD3L,3
2015,12,SEPTEMBER,83745026,CD3L,4
2015,1,OCTOBER,81100004,CD3L,2
2015,1,OCTOBER,81BL1000,CD3L,19
2015,1,OCTOBER,81BL2210,CD3L,2
2015,1,OCTOBER,81CN0736,CD3L,6
2015,1,OCTOBER,81CN0746,CD3L,5
2015,1,OCTOBER,81NR0606,CD3L,5
2015,1,OCTOBER,81NR2846,CD3L,4
2015,1,OCTOBER,83108874,CD3L,5
2015,1,OCTOBER,83131384,CD3L,4
2015,1,OCTOBER,83133284,CD3L,6
2015,1,OCTOBER,83137227,CD3L,1
2015,1,OCTOBER,83137964,CD3L,20
2015,1,OCTOBER,83138114,CD3L,2
2015,1,OCTOBER,83745224,CD3L,2
2015,12,SEPTEMBER,2770005,CD3P,438
2015,12,SEPTEMBER,4116022,3P,324
2015,12,SEPTEMBER,4125006,3P,50
2015,12,SEPTEMBER,4125011,3P,1280
2015,12,SEPTEMBER,4771003,CD3P,8
2015,12,SEPTEMBER,70332904,CD3L,12
2015,12,SEPTEMBER,70338604,CD3L,12
2015,12,SEPTEMBER,70342556,CD3L,12
2015,12,SEPTEMBER,70359254,CD3L,6
2015,12,SEPTEMBER,70442754,CD3L,18
2015,12,SEPTEMBER,70444144,CD3L,24
2015,12,SEPTEMBER,70449624,CD3L,12
2015,12,SEPTEMBER,70776944,CD3L,2
2015,12,SEPTEMBER,70777444,CD3L,12
2015,12,SEPTEMBER,74771774,CD3L,1
2015,12,SEPTEMBER,75751014,3L,336
2015,12,SEPTEMBER,75770153,CD3L,12
2015,12,SEPTEMBER,75770443,CD3L,12
2015,12,SEPTEMBER,78770243,CD3L,2
2015,12,SEPTEMBER,79BL0870,3L,24
2015,12,SEPTEMBER,10770808,CD3D,0
2015,12,SEPTEMBER,70332014,CD3L,36
2015,12,SEPTEMBER,70345816,CD3L,15
2015,12,SEPTEMBER,70350394,CD3L,12
2015,12,SEPTEMBER,70350714,CD3L,1
2015,12,SEPTEMBER,70352403,CD3L,10
2015,12,SEPTEMBER,70353874,CD3L,12
2015,12,SEPTEMBER,70354604,CD3L,12
2015,12,SEPTEMBER,70442794,CD3L,36
2015,12,SEPTEMBER,70555834,CD3L,24
2015,12,SEPTEMBER,70558014,CD3L,12
2015,12,SEPTEMBER,70664714,CD3L,12
2015,12,SEPTEMBER,70669324,CD3L,24
2015,12,SEPTEMBER,70773974,CD3L,36
2015,12,SEPTEMBER,70774104,CD3L,6
2015,12,SEPTEMBER,74740683,3L,264
2015,12,SEPTEMBER,74770623,CD3L,12
2015,12,SEPTEMBER,74773013,CD3L,24
2015,12,SEPTEMBER,74775264,CD3L,13
2015,12,SEPTEMBER,75754516,3L,1200
2015,12,SEPTEMBER,75770424,CD3L,24
2015,12,SEPTEMBER,77770034,CD3L,1
2015,12,SEPTEMBER,78770018,CD3L,20
2015,12,SEPTEMBER,78780644,3L,60
2015,12,SEPTEMBER,79BL0110,3L,16
2015,12,SEPTEMBER,80770702,CD3D,1
2015,12,SEPTEMBER,80807465,3D,220
2015,12,SEPTEMBER,81BL0560,CD3L,5
2015,12,SEPTEMBER,81CN0135,CD3L,10
2015,12,SEPTEMBER,81NR1976,CD3L,34
2015,12,SEPTEMBER,81NR1986,CD3L,2
2015,12,SEPTEMBER,81NR2486,CD3L,8
2015,12,SEPTEMBER,81NR9526,CD3L,1
2015,12,SEPTEMBER,83109264,CD3L,4
2015,12,SEPTEMBER,83137267,CD3L,1
2015,12,SEPTEMBER,6772231,CD3D,27
2015,12,SEPTEMBER,6775733,CD3D,20
2015,12,SEPTEMBER,6778620,CD3D,0
2015,12,SEPTEMBER,9120024,3D,27
2015,3,DECEMBER,1127050,3P,450
2015,3,DECEMBER,3771000,CD3P,73
2015,3,DECEMBER,4110001,3P,594
2015,3,DECEMBER,4120030,3P,135
2015,3,DECEMBER,4771000,CD3P,3
2015,3,DECEMBER,4771000,CD3P,1
2015,3,DECEMBER,4771000,CD3P,10
2015,3,DECEMBER,4771000,CD3P,2
2015,3,DECEMBER,4771002,CD3P,1
2015,3,DECEMBER,4771003,CD3P,0
2015,3,DECEMBER,4771003,CD3P,1
2015,12,SEPTEMBER,5130014,3P,0
2015,12,SEPTEMBER,5170010,3P,160
2015,12,SEPTEMBER,6110048,3D,112
2015,12,SEPTEMBER,6110141,3D,56
2015,12,SEPTEMBER,6140006,3D,48
2015,12,SEPTEMBER,6150030,3D,50
2015,12,SEPTEMBER,6158009,3D,72
2015,12,SEPTEMBER,6160170,3D,50
2015,12,SEPTEMBER,6160308,3D,24
2015,12,SEPTEMBER,6160920,3P,32
